No.	CAS	SMILES VEGA	Status	Exp MOA
366	81335-77-5	O=C(O)c2cc(cnc2(C1=NC(C(=O)N1)(C)C(C)C))CC	Training	3
367	530-78-9	O=C(O)c2ccccc2(Nc1cccc(c1)C(F)(F)F)	Test	6
368	132-66-1	O=C(O)c3ccccc3(C(=O)Nc2cccc1ccccc12)	Training	3
369	54406-48-3	O=C(OC(C#C)C(=CCC)C)C1C(C=C(C)C)C1(C)(C)	Training	4
370	54407-47-5	O=C(OC(C#C)C(=CCC)C)C1C(C=C(Cl)Cl)C1(C)(C)	Training	4
372	126-22-7	O=C(OC(C(Cl)(Cl)Cl)P(=O)(OC)OC)CCC	Test	0
373	5836-10-2	O=C(OC(C)C)C(O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	4
374	31218-83-4	O=C(OC(C)C)C=C(OP(OC)(NCC)=S)C	Training	0
375	94-11-1	O=C(OC(C)C)COc1ccc(cc1Cl)Cl	Training	3
378	149877-41-8	O=C(OC(C)C)NNc1cc(ccc1(OC))c2ccccc2	Test	5
382	24353-61-5	O=C(OC(C)C)c1ccccc1(OP(OC)(N)=S)	Training	0
383	25311-71-1	O=C(OC(C)C)c1ccccc1(OP(OCC)(NC(C)C)=S)	Training	0
384	7700-17-6	O=C(OC(c1ccccc1)C)C=C(OP(=O)(OC)OC)C	Training	0
385	79-20-9	O=C(OC)C	Training	3
386	121-20-0	O=C(OC)C(=CC2C(C(=O)OC1=C(C)C(C(=O)C1)CC=CC)C2(C)(C))C	Training	4
387	1172-63-0	O=C(OC)C(=CC2C(C(=O)OC1=C(C)C(C(=O)C1)CC=CCC)C2(C)(C))C	Training	4
388	121-29-9	O=C(OC)C(=CC2C(C(=O)OC1C(=C(C(=O)C1)CC=CC=C)C)C2(C)(C))C	Training	4
389	24624-58-6	O=C(OC)C(=CC3C(C(=O)OCc1coc(c1)Cc2ccccc2)C3(C)(C))C	Training	4
390	62610-77-9	O=C(OC)C(=COP(OC)(OC)=S)C	Training	0
391	141517-21-7	O=C(OC)C(=NOC)c1ccccc1CON=C(c2cccc(c2)C(F)(F)F)C	Training	3
392	143390-89-0	O=C(OC)C(=NOC)c1ccccc1COc2ccccc2C	Test	3
393	57837-19-1	O=C(OC)C(N(C(=O)COC)c1c(cccc1C)C)C	Test	3
394	51338-27-3	O=C(OC)C(Oc2ccc(Oc1ccc(cc1Cl)Cl)cc2)C	Training	3
395	24141-52-4	O=C(OC)C1C(C=C(C)C)C1(C)(C)	Test	3
396	7786-34-7	O=C(OC)C=C(OP(=O)(OC)OC)C	Training	0
397	122-10-1	O=C(OC)C=C(OP(=O)(OC)OC)CC(=O)OC	Training	0
398	72348-92-6	O=C(OC)CSP(=O)(OCC)OCC	Training	0
399	117337-19-6	O=C(OC)CSc3cc(N=C1N2N(C(=O)S1)CCCC2)c(F)cc3Cl	Training	3
400	29173-31-7	O=C(OC)N(C(=O)CSP(OC)(C)=S)C	Training	0
401	144171-61-9	O=C(OC)N(C(=O)N2N=C3c1ccc(cc1CC3(OC2)(C(=O)OC))Cl)c4ccc(OC(F)(F)F)cc4	Test	4
410	100784-20-1	O=C(OC)c1c(nn(c1S(=O)(=O)NC(=O)Nc2nc(OC)cc(n2)OC)C)Cl	Training	3
411	1126-46-1	O=C(OC)c1ccc(cc1)Cl	Training	3
412	131-11-3	O=C(OC)c1ccccc1(C(=O)OC)	Training	3
413	134-20-3	O=C(OC)c1ccccc1(N)	Training	3
414	86209-51-0	O=C(OC)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(OC(F)F)cc(n2)OC(F)F	Training	3
415	117718-60-2	O=C(OC)c2c(nc(c(C1=NCCS1)c2CC(C)C)C(F)(F)F)C(F)F	Training	3
416	243973-20-8	O=C(OC1=C(C(=O)N2N1CCOCC2)c3c(cc(cc3CC)C)CC)C(C)(C)C	Training	3
417	25402-06-6	O=C(OC1=C(C)C(C(=O)C1)CC=CC)C2C(C=C(C)C)C2(C)(C)	Test	4
418	4466-14-2	O=C(OC1=C(C)C(C(=O)C1)CC=CCC)C2C(C=C(C)C)C2(C)(C)	Training	4
419	122-15-6	O=C(OC1=CC(=O)CC(C)(C)C1)N(C)C	Training	0
420	97-11-0	O=C(OC1C(=C(C(=O)C1)C2C=CCC2)C)C3C(C=C(C)C)C3(C)(C)	Training	4
421	23031-36-9	O=C(OC1C(=C(C(=O)C1)CC#C)C)C2C(C=C(C)C)C2(C)(C)	Training	4
422	15589-31-8	O=C(OC1C(=C(C(=O)C1)CC=C)C)C2C(C)(C)C2(C)(C)	Training	4
423	28434-00-6	O=C(OC1C(=C(C(=O)C1)CC=C)C)C2C(C=C(C)C)C2(C)(C)	Training	4
424	121-21-1	O=C(OC1C(=C(C(=O)C1)CC=CC=C)C)C2C(C=C(C)C)C2(C)(C)	Training	4
425	17080-02-3	O=C(OC1C(=C(C(=O)C1)Cc2occc2)C)C3C(C=C(C)C)C3(C)(C)	Training	4
426	3066-71-5	O=C(OC1CCCCC1)C=C	Test	5
427	50-55-5	O=C(OC3CC4CN2CCc1c5ccc(OC)cc5([nH]c1C2CC4(C(C(=O)OC)C3(OC))))c6cc(OC)c(OC)c(OC)c6	Training	4
428	62-59-9	O=C(OC3CCC6(C)(C4CCC5C7(O)(CC(O)C2(O)(C(CN1CC(C)CCC1C2(O)(C))C7(O)(CC56(OC34(O)))))))C(=CC)C	Training	4
429	71-62-5	O=C(OC3CCC6(C)(C4CCC5C7(O)(CC(O)C2(O)(C(CN1CC(C)CCC1C2(O)(C))C7(O)(CC56(OC34(O)))))))c8ccc(OC)c(OC)c8	Training	4
430	171249-05-1	O=C(OC=2C(=CCC5OC1(OC(CC)C(C)CC1)CC(OC(=O)C4CC(C(=O)C3OCC(=CCCC=2C)C34(O))C)C5)C)C(=NOC)c6ccccc6	Training	4
431	54423-67-5	O=C(OC=C)CCCCC(C)(C)C	Test	5
432	105512-06-9	O=C(OCC#C)C(Oc2ccc(Oc1ncc(cc1(F))Cl)cc2)C	Training	3
434	106-63-8	O=C(OCC(C)C)C=C	Training	5
435	79270-78-3	O=C(OCC(CC)CCCC)C(Oc1ccc(cc1Cl)Cl)C	Training	3
436	999-61-1	O=C(OCC(O)C)C=C	Training	5
437	141-78-6	O=C(OCC)C	Test	3
438	510-15-6	O=C(OCC)C(O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	4
439	76578-14-8	O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(nc1))Cl)cc3)C	Training	3
440	66441-23-4	O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(o1))Cl)cc3)C	Training	3
441	2597-03-7	O=C(OCC)C(c1ccccc1)SP(OC)(OC)=S	Training	0
442	97-41-6	O=C(OCC)C1C(C=C(C)C)C1(C)(C)	Training	3
443	95266-40-3	O=C(OCC)C1CC(=O)C(C(=O)C1)=C(O)C2CC2	Training	3
444	105-37-3	O=C(OCC)CC	Test	3
445	121-75-5	O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S	Training	0
446	4234-79-1	O=C(OCC)CCC(=O)CC1(O)(C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)	Training	4
447	5823-13-2	O=C(OCC)CCSP(=O)(OCC)OCC	Training	0
448	5969-94-8	O=C(OCC)CCSP(OCC)(OCC)=S	Training	0
449	38727-55-8	O=C(OCC)CN(C(=O)CCl)c1c(cccc1CC)CC	Training	3
450	2088-72-4	O=C(OCC)CSP(=O)(OC)OC	Training	0
451	2425-25-4	O=C(OCC)CSP(=O)(OCC)OCC	Training	0
452	919-54-0	O=C(OCC)CSP(OCC)(OCC)=S	Training	0
453	112143-82-5	O=C(OCC)CSc1nc(nn1(C(=O)N(C)C))C(C)(C)C	Test	0
454	2595-54-2	O=C(OCC)N(C(=O)CSP(OCC)(OCC)=S)C	Training	0
455	591-62-8	O=C(OCC)NCCCC	Test	3
456	5840-95-9	O=C(OCC)NCCSP(OC)(OC)=S	Training	0
457	94-09-7	O=C(OCC)c1ccc(N)cc1	Training	3
458	84-66-2	O=C(OCC)c1ccccc1(C(=O)OCC)	Training	3
459	118-61-6	O=C(OCC)c1ccccc1(O)	Training	3
460	28288-05-3	O=C(OCC=C(Cc1ccccc1)Cl)C2C(C=C(C)C)C2(C)(C)	Training	4
461	96-05-9	O=C(OCC=C)C(=C)C	Training	5
462	136-45-8	O=C(OCCC)c1ncc(cc1)C(=O)OCCC	Training	3
463	123-86-4	O=C(OCCCC)C	Test	3
464	94-80-4	O=C(OCCCC)COc1ccc(cc1Cl)Cl	Training	3
465	84-74-2	O=C(OCCCC)c1ccccc1(C(=O)OCCCC)	Training	3
466	87546-18-7	O=C(OCCCCC)COc1cc(c(F)cc1Cl)N2C(=O)C3=C(C2(=O))CCCC3	Training	3
467	3478-94-2	O=C(OCCCN1CCCCC1C)c2ccc(c(c2)Cl)Cl	Training	3
468	2439-35-2	O=C(OCCN(C)C)C=C	Training	5
469	818-61-1	O=C(OCCO)C=C	Training	5
470	111-55-7	O=C(OCCOC(=O)C)C	Training	3
471	111-15-9	O=C(OCCOCC)C	Training	3
472	53404-31-2	O=C(OCCOCCCC)C(Oc1ccc(cc1Cl)Cl)C	Training	3
473	1929-73-3	O=C(OCCOCCCC)COc1ccc(cc1Cl)Cl	Training	3
474	64700-56-7	O=C(OCCOCCCC)COc1nc(c(cc1Cl)Cl)Cl	Training	3
475	1166-46-7	O=C(OCN1C(=O)C2=C(C1(=O))CCCC2)C3C(C=C(C)C)C3(C)(C)	Test	4
476	72963-72-5	O=C(OCN1C(=O)N(CC#C)CC1(=O))C2C(C=C(C)C)C2(C)(C)	Test	4
477	75867-00-4	O=C(OCc1c(F)c(F)c(F)c(F)c1(F))C2C(C=C(Cl)Cl)C2(C)(C)	Test	4
478	79538-32-2	O=C(OCc1c(F)c(F)c(c(F)c1(F))C)C2C(C=C(C(F)(F)F)Cl)C2(C)(C)	Training	4
479	223419-20-3	O=C(OCc1c(F)c(F)c(c(F)c1(F))C)C2C(C=CC)C2(C)(C)	Training	4
480	84937-88-2	O=C(OCc1c(F)c(F)c(c(F)c1(F))COC)C2C(C)(C)C2(C)(C)	Training	4
481	271241-14-6	O=C(OCc1c(F)c(F)c(c(F)c1(F))COC)C2C(C=C(C)C)C2(C)(C)	Training	4
482	915288-13-0	O=C(OCc1c(F)c(F)c(c(F)c1(F))COC)C2C(C=C(Cl)Cl)C2(C)(C)	Test	4
483	1130296-65-9	O=C(OCc1c(F)c(F)c(c(F)c1(F))COC)C2C(C=CC(F)(F)F)C2(C)(C)	Training	4
484	240494-70-6	O=C(OCc1c(F)c(F)c(c(F)c1(F))COC)C2C(C=CC)C2(C)(C)	Training	4
485	118712-89-3	O=C(OCc1c(F)c(F)cc(F)c1(F))C2C(C=C(Cl)Cl)C2(C)(C)	Training	4
486	27223-49-0	O=C(OCc1cc(oc1C)CC#C)C2C(C=C(C)C)C2(C)(C)	Test	4
487	70-43-9	O=C(OCc1cc2OCOc2(cc1Cl))C3C(C=C(C)C)C3(C)(C)	Training	4
489	70-38-2	O=C(OCc1ccc(cc1C)C)C2C(C=C(C)C)C2(C)(C)	Test	4
490	2328-31-6	O=C(OCc1cccc(c1Cl)Cl)NC	Training	0
491	85-68-7	O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)	Training	3
492	42789-03-7	O=C(OCc1coc(c1)Cc2ccccc2)C3C(C=C(Br)Br)C3(C)(C)	Training	4
493	10453-86-8	O=C(OCc1coc(c1)Cc2ccccc2)C3C(C=C(C)C)C3(C)(C)	Training	4
494	58769-20-3	O=C(OCc1coc(c1)Cc2ccccc2)C4C(C=C3C(=O)SCC3)C4(C)(C)	Test	4
495	22431-62-5	O=C(OCc1coc(c1)Cc2ccccc2)C4C(C=C3CCCC3)C4(C)(C)	Training	4
496	23031-38-1	O=C(OCc1oc(cc1)CC#C)C2C(C=C(C)C)C2(C)(C)	Training	4
497	10597-73-6	O=C(OCc1oc(cc1)CC=C)C2C(C=C(C)C)C2(C)(C)	Training	4
498	51630-33-2	O=C(OCc2cccc(Oc1ccccc1)c2)C(c3ccc(cc3)Cl)C(C)C	Training	4
499	26002-80-2	O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(C)C)C3(C)(C)	Training	4
500	52645-53-1	O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(Cl)Cl)C3(C)(C)	Training	4
501	82657-04-3	O=C(OCc2cccc(c1ccccc1)c2C)C3C(C=C(C(F)(F)F)Cl)C3(C)(C)	Training	4
502	23135-22-0	O=C(ON=C(C(=O)N(C)C)SC)NC	Training	0
503	34681-23-7	O=C(ON=C(C)C(C)S(=O)(=O)C)NC	Training	0
504	34681-10-2	O=C(ON=C(C)C(C)SC)NC	Training	0
505	59669-26-0	O=C(ON=C(C)SC)N(C)SN(C(=O)ON=C(C)SC)C	Training	0
506	83130-01-2	O=C(ON=C(C)SC)N(C)SN(Cc1ccccc1)CCC(=O)OCC	Test	0
507	16752-77-5	O=C(ON=C(C)SC)NC	Training	0
508	39196-18-4	O=C(ON=C(CSC)C(C)(C)C)NC	Training	0
509	40085-57-2	O=C(ON=C1N(C(=O)C(C)(C)S1)C)NC	Training	0
510	1646-88-4	O=C(ON=CC(C)(C)S(=O)(=O)C)NC	Training	0
511	116-06-3	O=C(ON=CC(C)(C)SC)NC	Test	0
512	26419-73-8	O=C(ON=CC1(C)(SCC(C)S1))NC	Test	0
514	485-31-4	O=C(Oc1c(cc(cc1C(C)CC)[N+](=O)[O-])[N+](=O)[O-])C=C(C)C	Training	6
515	973-21-7	O=C(Oc1c(cc(cc1C(C)CC)[N+](=O)[O-])[N+](=O)[O-])OC(C)C	Training	5
516	831-76-5	O=C(Oc1cc(c(N)c(c1)C)C)NC	Training	0
517	10389-50-1	O=C(Oc1cc(c(NC)c(c1)C)C)NC	Training	0
518	2686-99-9	O=C(Oc1cc(c(c(c1)C)C)C)NC	Training	0
519	315-18-4	O=C(Oc1cc(c(c(c1)C)N(C)C)C)NC	Training	0
520	6392-46-7	O=C(Oc1cc(c(c(c1)C)N(CC=C)CC=C)C)NC	Training	0
521	2032-65-7	O=C(Oc1cc(c(c(c1)C)SC)C)NC	Training	0
522	671-04-5	O=C(Oc1cc(c(cc1Cl)C)C)NC	Training	0
523	2655-19-8	O=C(Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C)NC	Training	0
524	330-64-3	O=C(Oc1cc(cc(c1)C(C)C)C(C)C)NC	Training	0
525	34264-24-9	O=C(Oc1cc(cc(c1)C(C)C)C)N(C(=O)CCC)C	Training	0
526	2631-37-0	O=C(Oc1cc(cc(c1)C(C)C)C)NC	Test	0
527	2655-14-3	O=C(Oc1cc(cc(c1)C)C)NC	Test	0
528	30087-47-9	O=C(Oc1cc(cc(c1)CC)CC)NC	Test	0
529	2655-15-4	O=C(Oc1cc(cc(c1C)C)C)NC	Training	0
530	56716-21-3	O=C(Oc1cc(nc2c1CCCC2)C)N(C)C	Training	0
531	119-38-0	O=C(Oc1cc(nn1C(C)C)C)N(C)C	Test	0
532	87-47-8	O=C(Oc1cc(nn1c2ccccc2)C)N(C)C	Training	0
533	55512-33-9	O=C(Oc1cc(nnc1c2ccccc2)Cl)SCCCCCCCC	Training	3
534	17702-57-7	O=C(Oc1ccc(N=CN(C)C)c(c1)C)NC	Test	0
535	2425-10-7	O=C(Oc1ccc(c(c1)C)C)NC	Training	0
536	2032-59-9	O=C(Oc1ccc(c(c1)C)N(C)C)NC	Training	0
537	3566-00-5	O=C(Oc1ccc(c(c1)C)SC)NC	Training	0
538	8063-85-2	O=C(Oc1ccc(c(c1Cl)C)C)NC	Training	0
539	3572-06-3	O=C(Oc1ccc(cc1)CCC(=O)C)C	Test	3
540	18809-57-9	O=C(Oc1ccc(cc1)SCC)NC	Training	0
541	22259-30-9	O=C(Oc1cccc(N=CN(C)C)c1)NC	Training	0
542	64-00-6	O=C(Oc1cccc(c1)C(C)C)NC	Training	0
543	2282-34-0	O=C(Oc1cccc(c1)C(C)CCC)NC	Training	0
544	672-04-8	O=C(Oc1cccc(c1)C(CC)CC)NC	Training	0
545	1129-41-5	O=C(Oc1cccc(c1)C)NC	Training	0
548	22781-23-3	O=C(Oc1cccc2OC(Oc12)(C)C)NC	Training	0
549	1136-84-1	O=C(Oc1cccc2c1CCCC2)NC	Training	0
550	63-25-2	O=C(Oc1cccc2ccccc12)NC	Training	0
551	10309-97-4	O=C(Oc1ccccc1(O))NC	Training	0
552	114-26-1	O=C(Oc1ccccc1(OC(C)C))NC	Test	0
553	51487-69-5	O=C(Oc1ccccc1(OC(OC)CCl))NC	Training	0
554	3279-46-7	O=C(Oc1ccccc1(OCC#C))NC	Test	0
555	126069-54-3	O=C(Oc1ccccc1(OP(=O)(OCC)SCCC))NC	Test	0
556	133-11-9	O=C(Oc1ccccc1)c2ccc(N)cc2(O)	Test	3
557	118-55-8	O=C(Oc1ccccc1)c2ccccc2(O)	Test	3
558	2631-40-5	O=C(Oc1ccccc1C(C)C)NC	Training	0
559	3766-81-2	O=C(Oc1ccccc1C(C)CC)NC	Training	0
560	3282-00-6	O=C(Oc1ccccc1C2CCCC2)NC	Training	0
561	7122-04-5	O=C(Oc1ccccc1C2OC(C)C(O2)C)NC	Training	0
562	6988-21-2	O=C(Oc1ccccc1C2OCCO2)NC	Test	0
563	29973-13-5	O=C(Oc1ccccc1CSCC)NC	Training	0
564	3942-54-9	O=C(Oc1ccccc1Cl)NC	Test	0
565	2532-49-2	O=C(Oc1nc(nc(c1)C)CCC)N(C)C	Training	0
566	23103-98-2	O=C(Oc1nc(nc(c1C)C)N(C)C)N(C)C	Training	0
567	644-64-4	O=C(Oc1nn(C(=O)N(C)C)c(c1)C)N(C)C	Training	0
568	65907-30-4	O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)SN(C(=O)OCCCC)C	Training	0
569	82560-54-1	O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)SN(CCC(=O)OCC)C(C)C	Training	0
570	55285-14-8	O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)SN(CCCC)CCCC	Training	0
571	1563-66-2	O=C(Oc2cccc1c2(OC(C)(C)C1))NC	Training	0
572	1563-67-3	O=C(Oc2cccc1c2(OC(C)C1))NC	Test	0
573	1079-33-0	O=C(Oc2cccc1c2(ccs1))NC	Training	0
574	97886-45-8	O=C(c1c(nc(c(C(=O)SC)c1CC(C)C)C(F)(F)F)C(F)F)SC	Training	3
576	13909-73-4	O=C(c1ccc(OC)c(OC)c1(OC))C	Training	3
577	2234-16-4	O=C(c1ccc(cc1Cl)Cl)C	Training	3
578	134-62-3	O=C(c1cccc(c1)C)N(CC)CC	Test	3
579	98-86-2	O=C(c1ccccc1)C	Test	3
580	1122-54-9	O=C(c1ccncc1)C	Training	3
581	209861-58-5	O=C(c1nn(c(N)c1S(=O)C)c2c(cc(cc2Cl)C(F)(F)F)Cl)C	Test	4
582	27314-13-2	O=C1C(=C(C=NN1c2cccc(c2)C(F)(F)F)NC)Cl	Training	3
583	64359-81-5	O=C1C(=C(Cl)SN1CCCCCCCC)Cl	Training	3
584	1192-52-5	O=C1C(=C(Cl)SS1)Cl	Test	3
585	59756-60-4	O=C1C(=CN(C=C1c2cccc(c2)C(F)(F)F)C)c3ccccc3	Training	3
586	21087-64-9	O=C1C(=NN=C(N1(N))SC)C(C)(C)C	Training	3
587	143-50-0	O=C1C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	4
588	103361-09-7	O=C1C4=C(C(=O)N1c3cc2c(OCC(=O)N2CC#C)cc3(F))CCCC4	Training	3
589	58-27-5	O=C1C=C(C(=O)c2ccccc12)C	Training	5
590	2778-04-3	O=C1C=C(OC=C1(OC))CSP(=O)(OC)OC	Test	0
591	119-12-0	O=C1C=CC(=NN1c2ccccc2)OP(OCC)(OCC)=S	Training	0
592	481-39-0	O=C1C=CC(=O)c2c(O)cccc12	Training	5
593	26530-20-1	O=C1C=CSN1CCCCCCCC	Training	3
594	16079-88-2	O=C1N(C(=O)C(N1Br)(C)C)Cl	Training	3
595	2939-80-2	O=C1N(C(=O)C2CC=CCC12)SC(C(Cl)Cl)(Cl)Cl	Training	3
596	133-06-2	O=C1N(C(=O)C2CC=CCC12)SC(Cl)(Cl)Cl	Training	3
597	87-90-1	O=C1N(C(=O)N(C(=O)N1Cl)Cl)Cl	Training	3
598	98886-44-3	O=C1N(CCS1)P(=O)(OCC)SC(C)CC	Training	0
599	122836-35-5	O=C1N(N=C(N1C(F)F)C)c2cc(NS(=O)(=O)C)c(cc2Cl)Cl	Training	3
600	20276-83-9	O=C1N(N=C(OC(C)C)S1)CSP(OCC)(OCC)=S	Training	0
601	950-37-8	O=C1N(N=C(OC)S1)CSP(OC)(OC)=S	Training	0
602	19691-80-6	O=C1N(N=C(OC)S1)CSP(OCC)(OCC)=S	Test	0
603	2669-32-1	O=C1N(N=C(OCC)S1)CSP(OC)(OC)=S	Training	0
604	81777-89-1	O=C1N(OCC1(C)C)Cc2ccccc2Cl	Training	3
605	439-14-5	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)C	Test	4
606	51235-04-2	O=C1N=C(N(C(=O)N1C2CCCCC2)C)N(C)C	Training	3
607	5902-51-2	O=C1NC(=C(C(=O)N1C(C)(C)C)Cl)C	Training	3
608	314-40-9	O=C1NC(=C(C(=O)N1C(C)CC)Br)C	Training	3
609	6515-38-4	O=C1NC(=C(C=C1Cl)Cl)Cl	Training	3
610	77-71-4	O=C1NC(=O)C(N1)(C)C	Test	3
611	19666-30-9	O=C1OC(=NN1c2cc(OC(C)C)c(cc2Cl)Cl)C(C)(C)C	Training	3
612	50471-44-8	O=C1OC(C=C)(C(=O)N1c2cc(cc(c2)Cl)Cl)C	Training	3
613	17617-45-7	O=C1OC2C3OC(=O)C45(OC5(CC(O)(C1C2(C(=C)C))C34(C)))	Training	4
614	21416-53-5	O=C1OC2C3OC(=O)C45(OC5(CC(O)(C1C2C(O)(C)C)C34(C)))	Training	4
615	5230-87-5	O=C1OCC14(C(O)(C)C2OC(O)C(=O)C3(C2)(C(C)CC(O)C34(O)))	Test	4
616	91-64-5	O=C1Oc2ccccc2(C=C1)	Training	1
617	81-82-3	O=C1Oc3ccccc3(C(O)=C1C(c2ccc(cc2)Cl)CC(=O)C)	Training	1
618	81-81-2	O=C1Oc3ccccc3(C(O)=C1C(c2ccccc2)CC(=O)C)	Test	1
619	117-52-2	O=C1Oc3ccccc3(C(O)=C1C(c2occc2)CC(=O)C)	Training	1
620	5836-29-3	O=C1Oc4ccccc4(C(O)=C1C3c2ccccc2CCC3)	Training	1
621	66-76-2	O=C1Oc4ccccc4(C(O)=C1CC=2C(=O)Oc3ccccc3(C=2(O)))	Test	1
622	28772-56-7	O=C1Oc5ccccc5(C(O)=C1C(c2ccccc2)CC(O)c3ccc(cc3)c4ccc(cc4)Br)	Training	1
623	56073-10-0	O=C1Oc6ccccc6(C(O)=C1C5c2ccccc2CC(c3ccc(cc3)c4ccc(cc4)Br)C5)	Training	1
624	56073-07-5	O=C1Oc6ccccc6(C(O)=C1C5c2ccccc2CC(c3ccc(cc3)c4ccccc4)C5)	Training	1
625	90035-08-8	O=C1Oc6ccccc6(C(O)=C1C5c2ccccc2CC(c4ccc(OCc3ccc(cc3)C(F)(F)F)cc4)C5)	Training	1
626	10311-84-9	O=C1c2ccccc2(C(=O)N1C(CCl)SP(OCC)(OCC)=S)	Training	0
627	732-11-6	O=C1c2ccccc2(C(=O)N1CSP(OC)(OC)=S)	Training	0
628	133-07-3	O=C1c2ccccc2(C(=O)N1SC(Cl)(Cl)Cl)	Training	3
629	86-50-0	O=C1c2ccccc2(N=NN1CSP(OC)(OC)=S)	Test	0
630	2642-71-9	O=C1c2ccccc2(N=NN1CSP(OCC)(OCC)=S)	Training	0
631	1491-41-4	O=C1c3cccc2cccc(C(=O)N1(OP(=O)(OCC)OCC))c23	Test	0
632	2668-92-0	O=C1c3cccc2cccc(C(=O)N1(OP(OCC)(OCC)=S))c23	Training	0
633	3691-36-9	O=C1c4ccccc4(C(=O)C1C(=O)C(c2ccccc2)c3ccc(cc3)Br)	Training	1
634	3691-35-8	O=C1c4ccccc4(C(=O)C1C(=O)C(c2ccccc2)c3ccc(cc3)Cl)	Test	1
635	82-66-6	O=C1c4ccccc4(C(=O)C1C(=O)C(c2ccccc2)c3ccccc3)	Training	1
636	1786-03-4	O=C1c4ccccc4(C(=O)C1c3cccc2ccccc23)	Training	1
637	104653-34-1	O=C2C(=C(O)c1ccccc1S2)C6c3ccccc3CC(c4ccc(cc4)c5ccc(cc5)Br)C6	Training	1
638	82633-79-2	O=C2C1=C(CCC1)SN2C	Training	3
639	57-24-9	O=C2N6c1ccccc1C57(CCN4CC3=CCOC(C2)C(C3CC45)C67)	Training	4
640	50-06-6	O=C2NC(=O)C(c1ccccc1)(C(=O)N2)CC	Test	4
641	56-25-7	O=C2OC(=O)C3(C)(C1OC(CC1)C23(C))	Training	5
642	321-54-0	O=C2Oc1cc(OP(=O)(OCC)OCC)ccc1C(=C2Cl)C	Training	0
643	56-72-4	O=C2Oc1cc(OP(OCC)(OCC)=S)ccc1C(=C2Cl)C	Training	0
644	572-48-5	O=C2Oc1cc(OP(OCC)(OCC)=S)ccc1C3=C2CCCC3	Training	0
645	2310-17-0	O=C2Oc1cc(ccc1N2CSP(OCC)(OCC)=S)Cl	Test	0
646	35575-96-3	O=C2Oc1cc(cnc1N2CSP(=O)(OC)OC)Cl	Test	0
647	2439-01-2	O=C2Sc1nc3ccc(cc3(nc1S2))C	Test	3
648	83-26-1	O=C2c1ccccc1C(=O)C2C(=O)C(C)(C)C	Test	1
649	83-28-3	O=C2c1ccccc1C(=O)C2C(=O)CC(C)C	Training	1
650	113507-06-5	O=C3OC2CC(OC1(OC(C(=CC(C)C)C)C(=C(NOC)C1)C)C2)CCC(=CC(=CCC=C4COC5C(=O)C(C)CC3C45(O))C)C	Training	4
651	51596-10-2	O=C3OC2CC(OC1(OC(C)C(C)CC1)C2)CC=C(C)CC(C=CC=C4COC5C(O)C(=CC3C45(O))C)C	Training	4
652	51596-11-3	O=C3OC2CC(OC1(OC(CC)C(C)CC1)C2)CC=C(C)CC(C=CC=C4COC5C(O)C(=CC3C45(O))C)C	Training	4
653	65195-56-4	O=C5OC2CC(OC1(OC(C(=CC1)C)C(C)C)C2)CC=C(C(OC4OC(C)C(OC3OC(C)C(O)C(OC)C3)C(OC)C4)=C(C)CCC=C6COC7C(=O)C(C)CC5C67(O))C	Test	4
