Id	CAS number	VEGA SMILES	Status	Exp
414	796104-87-5	N#Cc1c(c(C(=O)O)sc1N(CC(=O)O)CC(=O)O)CC(=O)O	Training	0
415	1194-65-6	N#Cc1c(cccc1Cl)Cl	Training	0
416	1210-12-4	N#Cc1c3ccccc3(cc2ccccc12)	Training	0
417	123548-56-1	N#Cc1cc(NC(=O)COC(=O)C)c(c(c1)NC(=O)COC(=O)C)Cl	Training	0
418	54239-37-1	N#Cc1cc(ccc1(N))C(O)CNC(C)C	Training	0
419	104-85-8	N#Cc1ccc(cc1)C	Training	0
420	619-65-8	N#Cc1ccc(cc1)C(=O)O	Training	0
421	13816-33-6	N#Cc1ccc(cc1)C(C)C	Training	0
422	112809-51-5	N#Cc1ccc(cc1)C(c2ccc(C#N)cc2)n3ncnc3	Training	0
423	102676-31-3	N#Cc1ccc(cc1)C3n2cncc2CCC3	Training	0
424	146653-56-7	N#Cc1ccc(cc1)CC(=O)c2cccc(c2)C(F)(F)F	Training	0
425	623-03-0	N#Cc1ccc(cc1)Cl	Training	0
426	41122-70-7	N#Cc1ccc(cc1)c2ccc(cc2)CCCCCC	Training	0
427	864283-48-7	N#Cc1ccc(cc1C(F)(F)F)N(CC(=O)N)CC(F)(F)F	Training	0
428	94535-50-9	N#Cc1ccc2OC(C)(C)C(O)C(c2(c1))N3C(=O)CCC3	Training	0
429	626-17-5	N#Cc1cccc(C#N)c1	Training	0
430	NOCAS_47330	N#Cc1cccc(F)c1c2cc(ccc2(F))c4cnc3nc(cnn34)C(O)(C)C	Training	0
431	620-22-4	N#Cc1cccc(c1)C	Training	0
432	100-47-0	N#Cc1ccccc1	Training	0
433	91-15-6	N#Cc1ccccc1(C#N)	Training	0
434	611-20-1	N#Cc1ccccc1(O)	Training	0
435	529-19-1	N#Cc1ccccc1C	Training	0
436	100-48-1	N#Cc1ccncc1	Training	0
437	100-54-9	N#Cc1cnccc1	Training	0
438	100-70-9	N#Cc1ncccc1	Training	0
439	1452-15-9	N#Cc1ncsc1	Training	0
440	2510-55-6	N#Cc2cc1ccccc1c3ccccc23	Training	0
441	122008-85-9	N#Cc2ccc(Oc1ccc(OC(C(=O)OCCCC)C)cc1)c(F)c2	Training	0
442	NOCAS_47374	N#Cc3c(nc1ccccc1c3(NCc2ccccc2))NC(=O)c4ccc(OC)cc4	Training	0
443	114856-44-9	N#Cc3ccc(cc3(OCC(O)CNC(C)(C)CNc1ccc(cc1)C2=NNC(=O)CC2C))Cl	Training	0
444	151319-34-5	N#Cc3cnn2c3(nccc2(c1cccc(c1)N(C(=O)C)CC))	Training	0
445	4205-90-7	N(=C1NCCN1)c2c(cccc2Cl)Cl	Training	0
446	1497-49-0	N(=CC=CC=CNc1ccccc1)c2ccccc2	Training	0
447	19750-95-9	N(=CN(C)C)c1ccc(cc1C)Cl	Training	0
448	33089-74-6	N(=CNC)c1ccc(cc1C)C	Training	0
449	7227-91-0	N(=NN(C)C)c1ccccc1	Training	0
450	532-82-1	N(=Nc1ccc(N)cc1(N))c2ccccc2	Training	0
451	538-41-0	N(=Nc1ccc(N)cc1)c2ccc(N)cc2	Training	0
452	136-35-6	N(=Nc1ccccc1)Nc2ccccc2	Training	0
453	103-33-3	N(=Nc1ccccc1)c2ccccc2	Training	0
454	137-42-8	N(C(=S)S)C	Training	0
455	142-59-6	N(C(=S)S)CCNC(=S)S	Training	0
456	108-18-9	N(C(C)C)C(C)C	Training	0
457	13946-02-6	N(C(C)C)C(C)CCCC(C)C	Training	0
458	2489-77-2	N(C(N(C)C)=S)C	Training	0
459	534-13-4	N(C(NC)=S)C	Training	0
460	1212-29-9	N(C(NC1CCCCC1)=S)C2CCCCC2	Training	0
461	105-55-5	N(C(NCC)=S)CC	Training	0
462	109-46-6	N(C(NCCCC)=S)CCCC	Training	0
463	593-81-7	N(C)(C)C	Training	0
464	996-35-0	N(C)(C)C(C)C	Training	0
465	98-94-2	N(C)(C)C1CCCCC1	Training	0
466	7378-99-6	N(C)(C)CCCCCCCC	Training	0
467	112-18-5	N(C)(C)CCCCCCCCCCCC	Training	0
468	112-75-4	N(C)(C)CCCCCCCCCCCCCC	Training	0
469	112-69-6	N(C)(C)CCCCCCCCCCCCCCCC	Training	0
470	111-18-2	N(C)(C)CCCCCCN(C)C	Training	0
471	110-95-2	N(C)(C)CCCN(C)C	Training	0
472	3855-32-1	N(C)(C)CCCN(C)CCCN(C)C	Training	0
473	110-18-9	N(C)(C)CCN(C)C	Training	0
474	3030-47-5	N(C)(C)CCN(C)CCN(C)C	Training	0
475	13242-44-9	N(C)(C)CCS	Training	0
476	7560-83-0	N(C)(C1CCCCC1)C2CCCCC2	Training	0
477	4455-26-9	N(C)(CCCCCCCC)CCCCCCCC	Training	0
478	124-40-3	N(C)C	Training	0
479	101-40-6	N(C)C(C)CC1CCCCC1	Training	0
480	60-40-2	N(C)C2(C)(C1CCC(C1)C2(C)(C))	Training	0
481	2439-54-5	N(C)CCCCCCCC	Training	0
482	101-83-7	N(C1CCCCC1)C2CCCCC2	Training	0
483	15901-40-3	N(C1CCCCC1)[Si](NC2CCCCC2)(NC3CCCCC3)C	Training	0
484	110-96-3	N(CC(C)C)CC(C)C	Training	0
485	106-20-7	N(CC(CC)CCCC)CC(CC)CCCC	Training	0
486	91-65-6	N(CC)(CC)C1CCCCC1	Training	0
487	121-44-8	N(CC)(CC)CC	Training	0
488	660-68-4	N(CC)CC	Training	0
489	13360-63-9	N(CC)CCCC	Training	0
490	142-84-7	N(CCC)CCC	Training	0
491	102-82-9	N(CCCC)(CCCC)CCCC	Training	0
492	27090-63-7	N(CCCC)(CCCC)CCCCCCN(CCCC)CCCC	Training	0
493	36177-92-1	N(CCCC)C1CC(NC(C)(C)C1)(C)C	Training	0
494	111-92-2	N(CCCC)CCCC	Training	0
495	2050-92-2	N(CCCCC)CCCCC	Training	0
496	143-16-8	N(CCCCCC)CCCCCC	Training	0
497	102-87-4	N(CCCCCCCCCCCC)(CCCCCCCCCCCC)CCCCCCCCCCCC	Training	0
498	6711-48-4	N(CCCN(C)C)CCCN(C)C	Training	0
499	4261-68-1	N(CCCl)(C(C)C)C(C)C	Training	0
500	555-77-1	N(CCCl)(CCCl)CCCl	Training	0
501	4062-60-6	N(CCNC(C)(C)C)C(C)(C)C	Training	0
502	306-37-6	N(NC)C	Training	0
503	22984-54-9	N(O[Si](ON=C(C)CC)(ON=C(C)CC)C)=C(C)CC	Training	0
504	999-97-3	N([Si](C)(C)C)[Si](C)(C)C	Training	0
505	620-99-5	N(c1ccc(OCC)cc1)=C(Nc2ccc(OCC)cc2)C	Training	0
506	120-94-5	N1(C)CCCC1	Training	0
507	7779-27-3	N1(CN(CN(C1)CC)CC)CC	Training	0
508	280-57-9	N12(CCN(CC1)CC2)	Training	0
509	100-97-0	N12(CN3CN(C1)CN(C2)C3)	Training	0
510	90-39-1	N13(CCCCC1C4CN2CCCCC2C(C3)C4)	Training	0
511	65894-82-8	N1=C(C)C(C)SC1C(C)CC	Training	0
512	22694-96-8	N1=C(C)C(OC1C)C	Training	0
513	16691-43-3	N1=C(N)NNC1=S	Training	0
514	89197-32-0	N1=C(NCC1)C3(Oc2ccccc2C3)CC	Training	0
515	522-48-5	N1=C(NCC1)C3c2ccccc2CCC3	Training	0
516	59939-16-1	N1=C(NCC1)COc2ccccc2C3CC3	Training	0
517	1218-35-5	N1=C(NCC1)Cc2c(cc(cc2C)C(C)(C)C)C	Training	0
518	550-99-2	N1=C(NCC1)Cc2ccc3ccccc3(c2)	Training	0
519	59-97-2	N1=C(NCC1)Cc2ccccc2	Training	0
520	33178-86-8	N1=C(NCC1)N(c2c(cccc2Cl)Cl)CC=C	Training	0
521	6674-22-2	N1=C2N(CCC1)CCCCC2	Training	0
522	1450-85-7	N1=CC=CNC1=S	Training	0
523	6112-76-1	N1=CNC(C2NC=NC12)=S	Training	0
524	50-44-2	N1=CNC(c2nc[nH]c12)=S	Training	0
525	37132-72-2	N1=P(N=P(N=P1(N2CC2)N3CC3)(N4CC4)N5CC5)(N6CCOCC6)N7CC7	Training	0
526	5072-45-7	N1C(C)CCCC1C	Training	0
527	17766-26-6	N1C(NC(NC1=S)=S)=S	Training	0
528	96-45-7	N1C(NCC1)=S	Training	0
529	75-55-8	N1CC1C	Training	0
530	626-56-2	N1CCCC(C)C1	Training	0
531	110-89-4	N1CCCCC1	Training	0
532	3238-60-6	N1CCCCC1CCC	Training	0
533	111-49-9	N1CCCCCC1	Training	0
534	1121-92-2	N1CCCCCCC1	Training	0
535	99-00-3	N1CCN(C(=S)S)CC1	Training	0
536	142-64-3	N1CCNCC1	Training	0
537	1009-93-4	N1[Si](N[Si](N[Si]1(C)C)(C)C)(C)C	Training	0
538	880-09-1	N2(CN1CCCCC1)CCCCC2	Training	0
539	73218-79-8	N2=C(Nc1c(cc(N)cc1Cl)Cl)NCC2	Training	0
540	7361-61-7	N2=C(Nc1c(cccc1C)C)SCCC2	Training	0
541	29493-77-4	N2=C(OC(c1ccccc1)C2C)N	Training	0
542	16595-80-5	N2=C1N(CCS1)CC2c3ccccc3	Training	0
543	51322-75-9	N3=C(Nc1c2nsnc2(ccc1Cl))NCC3	Training	0
544	2898-13-7	N3=C(c1ccccc1)c2cc(ccc2N(C(C3)=S)C)Cl	Training	0
545	108929-04-0	N4=C(N)N3c1ccccc1Cc2ccccc2C3C4	Training	0
546	54188-38-4	N4=C3c2c(c1cc(OC)ccc1n2CCN3C)CC4	Training	0
547	1214-39-7	N=1C=NC=3C=1N=CNC=3(NCc2ccccc2)	Training	0
548	525-79-1	N=1C=NC=3C=1N=CNC=3(NCc2occc2)	Training	0
549	22345-47-7	N=1N=C(C)C(c3cc(OC)c(OC)cc3(C=1c2ccc(OC)c(OC)c2))CC	Training	0
550	149062-75-9	N=2c1cc(cc(c1CN3C=2CCCCC3)Cl)Cl	Training	0
551	1640-39-7	N=2c1ccccc1C(C=2C)(C)C	Training	0
552	132539-06-1	N=2c4ccccc4(Nc1c(cc(C)s1)C=2N3CCN(C)CC3)	Training	0
553	41532-84-7	N=3c2ccc1ccccc1c2C(C=3C)(C)C	Training	0
554	657-24-9	N=C(N)NC(=N)N(C)C	Training	0
555	3160-91-6	N=C(N)NC(=N)N1CCOCC1	Training	0
556	692-13-7	N=C(N)NC(=N)NCCCC	Training	0
557	93-69-6	N=C(N)NC(=N)Nc1ccccc1C	Training	0
558	2165-19-7	N=C(N)NCC1Oc2ccccc2(OC1)	Training	0
559	1937-19-5	N=C(N)NN	Training	0
560	1670-14-0	N=C(N)c1ccccc1	Training	0
561	104-32-5	N=C(N)c2ccc(OCCCOc1ccc(cc1)C(=N)N)cc2	Training	0
562	145158-71-0	N=C(NN=Cc1c[nH]c2ccc(OC)cc12)NCCCCC	Training	0
563	102-06-7	N=C(Nc1ccccc1)Nc2ccccc2	Training	0
564	97-39-2	N=C(Nc1ccccc1C)Nc2ccccc2C	Training	0
565	22113-87-7	NC	Training	0
566	79-40-3	NC(C(N)=S)=S	Training	0
567	75-64-9	NC(C)(C)C	Training	0
568	80-52-4	NC(C)(C)C1CCC(N)(C)CC1	Training	0
569	107-45-9	NC(C)(C)CC(C)(C)C	Training	0
570	151-06-4	NC(C)(C)Cc1ccc(cc1)Cl	Training	0
571	62-55-5	NC(C)=S	Training	0
572	1501-84-4	NC(C)C23(CC1CC(CC(C1)C2)C3)	Training	0
573	13952-84-6	NC(C)CC	Training	0
574	108-09-8	NC(C)CC(C)C	Training	0
575	543-82-8	NC(C)CCCC(C)C	Training	0
576	2235-90-7	NC(Cc2c[nH]c1ccccc12)CC	Training	0
577	62-56-6	NC(N)=S	Training	0
578	630-10-4	NC(N)=[Se]	Training	0
579	541-53-7	NC(NC(N)=S)=S	Training	0
580	142-46-1	NC(NNC(N)=S)=S	Training	0
581	103-85-5	NC(Nc1ccccc1)=S	Training	0
582	86-88-4	NC(Nc2cccc1ccccc12)=S	Training	0
583	1918-13-4	NC(c1c(cccc1Cl)Cl)=S	Training	0
584	3789-59-1	NC(c1ccccc1)CC	Training	0
585	141-94-6	NC1(C)(CN(CN(CC(CC)CCCC)C1)CC(CC)CCCC)	Training	0
586	36768-62-4	NC1CC(NC(C)(C)C1)(C)C	Training	0
587	1761-71-3	NC1CCC(CC1)CC2CCC(N)CC2	Training	0
588	4998-76-9	NC1CCCCC1	Training	0
589	694-83-7	NC1CCCCC1(N)	Training	0
590	1986-47-6	NC2CC2(c1ccccc1)	Training	0
591	22113-86-6	NCC	Training	0
592	104-75-6	NCC(CC)CCCC	Training	0
593	78-90-0	NCC(N)C	Training	0
594	2855-13-2	NCC1(C)(CC(N)CC(C)(C)C1)	Training	0
595	2579-20-6	NCC1CCCC(CN)C1	Training	0
596	22113-88-8	NCCC	Training	0
597	109-73-9	NCCCC	Training	0
598	15520-10-2	NCCCC(C)CN	Training	0
599	111-26-2	NCCCCCC	Training	0
600	111-68-2	NCCCCCCC	Training	0
601	111-86-4	NCCCCCCCC	Training	0
602	112-90-3	NCCCCCCCCC=CCCCCCCCC	Training	0
603	2016-57-1	NCCCCCCCCCC	Training	0
604	124-22-1	NCCCCCCCCCCCC	Training	0
605	143-27-1	NCCCCCCCCCCCCCCCC	Training	0
606	124-09-4	NCCCCCCN	Training	0
607	143-23-7	NCCCCCCNCCCCCCN	Training	0
608	109-55-7	NCCCN(C)C	Training	0
609	7209-38-3	NCCCN1CCN(CC1)CCCN	Training	0
610	10563-29-8	NCCCNCCCN(C)C	Training	0
611	5700-49-2	NCCN	Training	0
612	19248-13-6	NCCN(c1cccc(c1)C)CC	Training	0
613	140-31-8	NCCN1CCNCC1	Training	0
614	111-40-0	NCCNCCN	Training	0
615	112-24-3	NCCNCCNCCN	Training	0
616	112-57-2	NCCNCCNCCNCCN	Training	0
617	156-57-0	NCCS	Training	0
618	1477-55-0	NCc1cccc(c1)CN	Training	0
619	100-46-9	NCc1ccccc1	Training	0
620	57-14-7	NN(C)C	Training	0
621	302-15-8	NNC	Training	0
622	2231-57-4	NNC(NN)=S	Training	0
623	3979-76-8	NNC(c1ccccc1)C	Training	0
624	20570-96-1	NNCc1ccccc1	Training	0
625	94317-64-3	NP(N)(NCCCC)=S	Training	0
626	527-20-8	Nc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	0
627	54827-17-7	Nc1c(cc(cc1C)c2cc(c(N)c(c2)C)C)C	Training	0
628	63133-82-4	Nc1c(cc(cc1Cl)C)C	Training	0
629	634-93-5	Nc1c(cc(cc1Cl)Cl)Cl	Training	0
630	64063-37-2	Nc1c(ccc(c1Cl)C)Cl	Training	0
631	24544-04-5	Nc1c(cccc1C(C)C)C(C)C	Training	0
632	87-62-7	Nc1c(cccc1C)C	Training	0
633	24549-06-2	Nc1c(cccc1CC)C	Training	0
634	579-66-8	Nc1c(cccc1CC)CC	Training	0
635	137-17-7	Nc1cc(c(cc1C)C)C	Training	0
636	108-69-0	Nc1cc(cc(c1)C)C	Training	0
637	626-43-7	Nc1cc(cc(c1)Cl)Cl	Training	0
638	95-78-3	Nc1cc(ccc1C)C	Training	0
639	95-79-4	Nc1cc(ccc1C)Cl	Training	0
640	95-82-9	Nc1cc(ccc1Cl)Cl	Training	0
641	61702-44-1	Nc1ccc(N)c(c1)Cl	Training	0
642	106-50-3	Nc1ccc(N)cc1	Training	0
643	95-80-7	Nc1ccc(c(N)c1)C	Training	0
644	5131-60-2	Nc1ccc(c(N)c1)Cl	Training	0
645	95-64-7	Nc1ccc(c(c1)C)C	Training	0
646	95-74-9	Nc1ccc(c(c1)Cl)C	Training	0
647	95-76-1	Nc1ccc(c(c1)Cl)Cl	Training	0
648	91-95-2	Nc1ccc(cc1(N))c2ccc(N)c(N)c2	Training	0
649	540-23-8	Nc1ccc(cc1)C	Training	0
650	769-92-6	Nc1ccc(cc1)C(C)(C)C	Training	0
651	2696-84-6	Nc1ccc(cc1)CCC	Training	0
652	104-13-2	Nc1ccc(cc1)CCCC	Training	0
653	33228-44-3	Nc1ccc(cc1)CCCCC	Training	0
654	101-77-9	Nc1ccc(cc1)Cc2ccc(N)cc2	Training	0
655	20265-96-7	Nc1ccc(cc1)Cl	Training	0
656	139-65-1	Nc1ccc(cc1)Sc2ccc(N)cc2	Training	0
657	531-85-1	Nc1ccc(cc1)c2ccc(N)cc2	Training	0
658	2113-61-3	Nc1ccc(cc1)c2ccccc2	Training	0
659	21436-96-4	Nc1ccc(cc1C)C	Training	0
660	838-88-0	Nc1ccc(cc1C)Cc2ccc(N)c(c2)C	Training	0
661	3165-93-3	Nc1ccc(cc1C)Cl	Training	0
662	119-93-7	Nc1ccc(cc1C)c2ccc(N)c(c2)C	Training	0
663	554-00-7	Nc1ccc(cc1Cl)Cl	Training	0
664	613-13-8	Nc1ccc2cc3ccccc3(cc2(c1))	Training	0
665	91-59-8	Nc1ccc2ccccc2(c1)	Training	0
666	541-69-5	Nc1cccc(N)c1	Training	0
667	823-40-5	Nc1cccc(N)c1C	Training	0
668	2687-25-4	Nc1cccc(c1(N))C	Training	0
669	638-03-9	Nc1cccc(c1)C	Training	0
670	108-42-9	Nc1cccc(c1)Cl	Training	0
671	87-59-2	Nc1cccc(c1C)C	Training	0
672	87-60-5	Nc1cccc(c1C)Cl	Training	0
673	2243-62-1	Nc1cccc2c(N)cccc12	Training	0
674	134-32-7	Nc1cccc2ccccc12	Training	0
675	24526-64-5	Nc1cccc3c1CN(C)CC3(c2ccccc2)	Training	0
676	142-04-1	Nc1ccccc1	Training	0
677	615-28-1	Nc1ccccc1(N)	Training	0
678	636-21-5	Nc1ccccc1C	Training	0
679	578-54-1	Nc1ccccc1CC	Training	0
680	95-51-2	Nc1ccccc1Cl	Training	0
681	90-41-5	Nc1ccccc1c2ccccc2	Training	0
682	153-78-6	Nc2ccc3c1ccccc1Cc3(c2)	Training	0
683	5419-55-6	O(B(OC(C)C)OC(C)C)C(C)C	Training	0
684	15332-99-7	O(C(=C)C)[Si](OC(=C)C)(OC(=C)C)C=C	Training	0
685	140-93-2	O(C(=S)S)C(C)C	Training	0
686	140-89-6	O(C(=S)S)CC	Training	0
687	502-55-6	O(C(=S)SSC(OCC)=S)CC	Training	0
688	108-20-3	O(C(C)C)C(C)C	Training	0
689	6863-58-7	O(C(C)CC)C(C)CC	Training	0
690	108-60-1	O(C(C)CCl)C(C)CCl	Training	0
691	132-18-3	O(C(c1ccccc1)c2ccccc2)C3CCN(C)CC3	Training	0
692	1634-04-4	O(C)C(C)(C)C	Training	0
693	994-05-8	O(C)C(C)(C)CC	Training	0
694	77-76-9	O(C)C(OC)(C)C	Training	0
695	1445-45-0	O(C)C(OC)(OC)C	Training	0
696	534-15-6	O(C)C(OC)C	Training	0
697	90-87-9	O(C)C(OC)C(c1ccccc1)C	Training	0
698	7549-37-3	O(C)C(OC)C=C(C)CCC=C(C)C	Training	0
699	101-48-4	O(C)C(OC)Cc1ccccc1	Training	0
700	149-73-5	O(C)C(OC)OC	Training	0
701	199584-38-8	O(C)C1CCC(CC1)C(C)(C)CC	Training	0
702	35035-05-3	O(C)C3CC(=C(c1cccs1)c2cccs2)C[N+](C)(C)C3	Training	0
703	71963-77-4	O(C)C3OC1OC2(OOC14(C(CC2)C(C)CCC4(C3(C))))(C)	Training	0
704	37143-54-7	O(C)CC(N)C	Training	0
705	5332-73-0	O(C)CCCN	Training	0
706	110-71-4	O(C)CCOC	Training	0
707	111-96-6	O(C)CCOCCOC	Training	0
708	112-49-2	O(C)CCOCCOCCOC	Training	0
709	143-24-8	O(C)CCOCCOCCOCCOC	Training	0
710	1067-53-4	O(C)CCO[Si](OCCOC)(OCCOC)C=C	Training	0
711	107-30-2	O(C)CCl	Training	0
712	6770-38-3	O(C)Cc1ccc(cc1)COC	Training	0
713	2524-03-0	O(C)P(OC)(=S)Cl	Training	0
714	121-45-9	O(C)P(OC)OC	Training	0
715	1112-39-6	O(C)[Si](OC)(C)C	Training	0
716	1185-55-3	O(C)[Si](OC)(OC)C	Training	0
717	1067-25-0	O(C)[Si](OC)(OC)CCC	Training	0
718	2530-87-2	O(C)[Si](OC)(OC)CCCCl	Training	0
719	82985-35-1	O(C)[Si](OC)(OC)CCCNCCC[Si](OC)(OC)OC	Training	0
720	1760-24-3	O(C)[Si](OC)(OC)CCCNCCN	Training	0
721	3068-76-6	O(C)[Si](OC)(OC)CCCNc1ccccc1	Training	0
722	4420-74-0	O(C)[Si](OC)(OC)CCCS	Training	0
723	27668-52-6	O(C)[Si](OC)(OC)CCC[N+](C)(C)CCCCCCCCCCCCCCCCCC	Training	0
724	2996-92-1	O(C)[Si](OC)(OC)c1ccccc1	Training	0
725	3027-21-2	O(C)[Si](OC)(c1ccccc1)C	Training	0
726	109-53-5	O(C=C)CC(C)C	Training	0
727	17351-75-6	O(C=C)CC1CCC(COC=C)CC1	Training	0
728	764-99-8	O(C=C)CCOCCOC=C	Training	0
729	765-12-8	O(C=C)CCOCCOCCOC=C	Training	0
730	637-92-3	O(CC)C(C)(C)C	Training	0
731	105-57-7	O(CC)C(OCC)C	Training	0
732	3054-95-3	O(CC)C(OCC)C=C	Training	0
733	122-51-0	O(CC)C(OCC)OCC	Training	0
734	28069-74-1	O(CC)C(OCCC=CCC)C	Training	0
735	629-14-1	O(CC)CCOCC	Training	0
736	112-36-7	O(CC)CCOCCOCC	Training	0
737	944-22-9	O(CC)P(CC)(=S)Sc1ccccc1	Training	0
738	298-06-6	O(CC)P(OCC)(=S)S	Training	0
739	298-04-4	O(CC)P(OCC)(=S)SCCSCC	Training	0
740	24934-91-6	O(CC)P(OCC)(=S)SCCl	Training	0
741	13071-79-9	O(CC)P(OCC)(=S)SCSC(C)(C)C	Training	0
742	298-02-2	O(CC)P(OCC)(=S)SCSCC	Training	0
743	563-12-2	O(CC)P(OCC)(=S)SCSP(OCC)(OCC)=S	Training	0
744	2275-14-1	O(CC)P(OCC)(=S)SCSc1cc(ccc1Cl)Cl	Training	0
745	786-19-6	O(CC)P(OCC)(=S)SCSc1ccc(cc1)Cl	Training	0
746	3689-24-5	O(CC)P(OCC)(OP(OCC)(OCC)=S)=S	Training	0
747	122-52-1	O(CC)P(OCC)OCC	Training	0
748	2031-67-6	O(CC)[Si](OCC)(OCC)C	Training	0
749	78-08-0	O(CC)[Si](OCC)(OCC)C=C	Training	0
750	2943-75-1	O(CC)[Si](OCC)(OCC)CCCCCCCC	Training	0
751	5089-70-3	O(CC)[Si](OCC)(OCC)CCCCl	Training	0
752	919-30-2	O(CC)[Si](OCC)(OCC)CCCN	Training	0
753	14814-09-6	O(CC)[Si](OCC)(OCC)CCCS	Training	0
754	780-69-8	O(CC)[Si](OCC)(OCC)c1ccccc1	Training	0
755	4016-14-2	O(CC1OC1)C(C)C	Training	0
756	2461-15-6	O(CC1OC1)CC(CC)CCCC	Training	0
757	106-92-3	O(CC=C)CC1OC1	Training	0
758	621-76-1	O(CCC)C(OCCC)OCCC	Training	0
759	111-43-3	O(CCC)CCC	Training	0
760	682-01-9	O(CCC)[Si](OCCC)(OCCC)OCCC	Training	0
761	142-96-1	O(CCCC)CCCC	Training	0
762	3085-30-1	O(CCCC)[AlH3](OCCCC)OCCCC	Training	0
763	2461-18-9	O(CCCCCCCCCCCC)CC1OC1	Training	0
764	5397-31-9	O(CCCN)CC(CC)CCCC	Training	0
765	7617-74-5	O(CCCN)CCCCCCCCCCCC	Training	0
766	2530-83-8	O(CCC[Si](OC)(OC)OC)CC1OC1	Training	0
767	111-44-4	O(CCCl)CCCl	Training	0
768	140-08-9	O(CCCl)P(OCCCl)OCCCl	Training	0
769	3033-62-3	O(CCN(C)C)CCN(C)C	Training	0
770	2752-17-2	O(CCN)CCN	Training	0
771	6425-39-4	O(CCN1CCOCC1)CCN2CCOCC2	Training	0
772	112-73-2	O(CCOCCCC)CCOCCCC	Training	0
773	4246-51-9	O(CCOCCCN)CCOCCCN	Training	0
774	112-26-5	O(CCOCCCl)CCCl	Training	0
775	929-59-9	O(CCOCCN)CCN	Training	0
776	14970-87-7	O(CCOCCS)CCS	Training	0
777	542-88-1	O(CCl)CCl	Training	0
778	111-91-1	O(COCCCl)CCCl	Training	0
779	122-73-6	O(Cc1ccccc1)CCC(C)C	Training	0
780	103-50-4	O(Cc1ccccc1)Cc2ccccc2	Training	0
781	110-05-4	O(OC(C)(C)C)C(C)(C)C	Training	0
782	78-63-7	O(OC(C)(C)CCC(OOC(C)(C)C)(C)C)C(C)(C)C	Training	0
783	1000-05-1	O([SiH](C)C)[Si](O[Si](O[SiH](C)C)(C)C)(C)C	Training	0
784	1873-88-7	O([SiH](O[Si](C)(C)C)C)[Si](C)(C)C	Training	0
785	107-46-0	O([Si](C)(C)C)[Si](C)(C)C	Training	0
786	2469-55-8	O([Si](C)(C)CCCN)[Si](C)(C)CCCN	Training	0
787	2627-95-4	O([Si](C=C)(C)C)[Si](C=C)(C)C	Training	0
788	107-51-7	O([Si](O[Si](C)(C)C)(C)C)[Si](C)(C)C	Training	0
789	1825-21-4	O(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)C	Training	0
790	41424-36-6	O(c1c(cc(c(c1Br)C)Br)Br)C	Training	0
791	3278-89-5	O(c1c(cc(cc1Br)Br)Br)CC=C	Training	0
792	21850-44-2	O(c1c(cc(cc1Br)C(c2cc(c(OCC(CBr)Br)c(c2)Br)Br)(C)C)Br)CC(CBr)Br	Training	0
793	25327-89-3	O(c1c(cc(cc1Br)C(c2cc(c(OCC=C)c(c2)Br)Br)(C)C)Br)CC=C	Training	0
794	57018-04-9	O(c1c(cc(cc1Cl)C)Cl)P(OC)(OC)=S	Training	0
795	5985-00-2	O(c1c3OCOc3(cc2c1CN(C)CC2))C	Training	0
796	16452-01-0	O(c1cc(N)ccc1C)C	Training	0
797	621-23-8	O(c1cc(OC)cc(OC)c1)C	Training	0
798	6358-64-1	O(c1cc(c(OC)cc1(N))Cl)C	Training	0
799	50505-89-0	O(c1cc(c(OC)cc1C)CC(N)C)C	Training	0
800	2675-77-6	O(c1cc(c(OC)cc1Cl)Cl)C	Training	0
801	85446-17-9	O(c1cc(c(c(c1Br)Br)Br)Br)c2cc(c(c(c2Br)Br)Br)Br	Training	0
802	68631-49-2	O(c1cc(c(cc1Br)Br)Br)c2cc(c(cc2Br)Br)Br	Training	0
803	552-22-7	O(c1cc(c(cc1C(C)C)c2cc(c(OI)cc2C)C(C)C)C)I	Training	0
804	4824-78-6	O(c1cc(c(cc1Cl)Br)Cl)P(OCC)(OCC)=S	Training	0
805	299-84-3	O(c1cc(c(cc1Cl)Cl)Cl)P(OC)(OC)=S	Training	0
806	18181-70-9	O(c1cc(c(cc1Cl)I)Cl)P(OC)(OC)=S	Training	0
807	35619-65-9	O(c1cc(cc(OC)c1(OC))C(N2CCOCC2)=S)C	Training	0
808	5688-80-2	O(c1cc(cc(OC)c1(OC))CC(C)C)C	Training	0
809	832-92-8	O(c1cc(cc(OC)c1(OC))CCN)C	Training	0
810	60676-84-8	O(c1cc(cc2OCOc12)CC(N)C)C	Training	0
811	607-91-0	O(c1cc(cc2OCOc12)CC=C)C	Training	0
812	119-90-4	O(c1cc(ccc1(N))c2ccc(N)c(OC)c2)C	Training	0
813	1076-56-8	O(c1cc(ccc1C(C)C)C)C	Training	0
814	1984-58-3	O(c1cc(ccc1Cl)Cl)C	Training	0
815	17506-66-0	O(c1cc2[nH]c(c(c2(cc1(OC)))CCN4CCN(c3ccccc3)CC4)C)C	Training	0
816	54150-69-5	O(c1ccc(N)c(OC)c1)C	Training	0
817	102-50-1	O(c1ccc(N)c(c1)C)C	Training	0
818	104-94-9	O(c1ccc(N)cc1)C	Training	0
819	156-43-4	O(c1ccc(N)cc1)CC	Training	0
820	4344-55-2	O(c1ccc(N)cc1)CCCC	Training	0
