No.	CAS	SMILES	Status	Exp Carc
329	1646-88-4	O=C(ON=CC(C)(C)S(=O)(=O)C)NC	Training	0
330	107-18-6	OCC=C	Training	0
331	834-12-8	n1c(nc(nc1NC(C)C)SC)NCC	Training	0
332	591-27-5	Oc1cccc(N)c1	Training	0
333	123-30-8	Oc1ccc(N)cc1	Training	0
334	504-24-5	n1ccc(N)cc1	Test	0
335	33089-61-1	N(=CN(C=Nc1ccc(cc1C)C)C)c2ccc(cc2C)C	Training	0
336	75-85-4	OC(C)(C)CC	Training	0
337	120-12-7	c1ccc2cc3ccccc3(cc2(c1))	Test	0
338	11126-42-4	c3c(c2cc(c(c1cc(c(c(c1)Cl)Cl)Cl)c(c2Cl)Cl)Cl)c(c(cc3Cl)Cl)Cl	Training	0
339	3337-71-1	O=C(OC)NS(=O)(=O)c1ccc(N)cc1	Test	0
341	86-50-0	O=C1c2ccccc2(N=NN1CSP(OC)(OC)=S)	Training	0
342	123-77-3	O=C(N=NC(=O)N)N	Training	0
343	1861-40-1	O=[N+]([O-])c1cc(cc(c1N(CC)CCCC)[N+](=O)[O-])C(F)(F)F	Training	0
344	17804-35-2	O=C(OC)Nc2nc1ccccc1n2(C(=O)NCCCC)	Test	0
345	83055-99-6	O=C(OC)c1ccccc1CS(=O)(=O)NC(=O)Nc2nc(OC)cc(n2)OC	Training	0
346	25057-89-0	O=C1c2ccccc2(NS(=O)(=O)N1C(C)C)	Training	0
347	134-62-3	O=C(c1cccc(c1)C)N(CC)CC	Training	0
348	108-98-5	c1ccc(cc1)S	Test	0
349	65-85-0	O=C(O)c1ccccc1	Training	0
350	100-51-6	OCc1ccccc1	Training	0
351	42576-02-3	O=C(OC)c2cc(Oc1ccc(cc1Cl)Cl)ccc2[N+](=O)[O-]	Training	0
352	82657-04-3	O=C(OCc2cccc(c1ccccc1)c2C)C3C(C=C(C(F)(F)F)Cl)C3(C)(C)	Training	0
353	111-91-1	O(COCCCl)CCCl	Training	0
354	80-05-7	Oc1ccc(cc1)C(c2ccc(O)cc2)(C)C	Training	0
355	108-86-1	c1ccc(cc1)Br	Training	0
356	74-97-5	C(Cl)Br	Training	0
357	74-83-9	CBr	Training	0
358	2104-96-3	O(c1cc(c(cc1Cl)Br)Cl)P(OC)(OC)=S	Training	0
359	106-94-5	CCCBr	Training	0
360	1689-84-5	N#Cc1cc(c(O)c(c1)Br)Br	Training	0
361	1689-99-2	N#Cc1cc(c(OC(=O)CCCCCCC)c(c1)Br)Br	Training	0
362	71-36-3	OCCCC	Training	0
363	78-92-2	OC(C)CC	Training	0
364	2008-41-5	O=C(N(CC(C)C)CC(C)C)SCC	Training	0
365	104-51-8	c1ccc(cc1)CCCC	Test	0
366	135-98-8	c1ccc(cc1)C(C)CC	Training	0
367	98-06-6	c1ccc(cc1)C(C)(C)C	Training	0
368	85-70-1	O=C(OCC(=O)OCCCC)c1ccccc1(C(=O)OCCCC)	Training	0
369	105-60-2	O=C1NCCCCC1	Training	0
370	63-25-2	O=C(Oc1cccc2ccccc12)NC	Training	0
371	1563-66-2	O=C(Oc2cccc1c2(OC(C)(C)C1))NC	Training	0
372	75-15-0	C(=S)=S	Training	0
373	630-08-0	[C-]#[O+]	Training	0
374	463-58-1	O=C=S	Test	0
375	55285-14-8	O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)SN(CCCC)CCCC	Test	0
376	5234-68-4	O=C(Nc1ccccc1)C2=C(OCCS2)C	Test	0
377	75-87-6	O=CC(Cl)(Cl)Cl	Test	0
378	302-17-0	OC(O)C(Cl)(Cl)Cl	Training	0
379	133-90-4	O=C(O)c1cc(cc(N)c1Cl)Cl	Training	0
380	470-90-6	O=P(OC(=CCl)c1ccc(cc1Cl)Cl)(OCC)OCC	Test	0
381	90982-32-4	O=C(OCC)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(OC)cc(n2)Cl	Training	0
382	75-68-3	FC(F)(C)Cl	Test	0
383	126-99-8	C=CC(=C)Cl	Training	0
384	79-11-8	O=C(O)CCl	Test	0
385	532-27-4	O=C(c1ccccc1)CCl	Training	0
386	108-90-7	c1ccc(cc1)Cl	Training	0
387	74-11-3	O=C(O)c1ccc(cc1)Cl	Test	0
388	121-17-5	O=[N+]([O-])c1cc(ccc1Cl)C(F)(F)F	Training	0
389	98-56-6	FC(F)(F)c1ccc(cc1)Cl	Training	0
390	109-69-3	CCCCCl	Training	0
391	75-45-6	FC(F)Cl	Test	0
392	107-07-3	OCCCl	Training	0
393	91-58-7	c1ccc2cc(ccc2(c1))Cl	Training	0
394	95-57-8	Oc1ccccc1Cl	Test	0
395	106-48-9	Oc1ccc(cc1)Cl	Training	0
396	76-06-2	O=[N+]([O-])C(Cl)(Cl)Cl	Training	0
397	75-29-6	CC(C)Cl	Training	0
398	95-49-8	c1ccc(c(c1)C)Cl	Test	0
399	106-43-4	c1cc(ccc1C)Cl	Training	0
400	101-21-3	O=C(OC(C)C)Nc1cccc(c1)Cl	Training	0
401	2921-88-2	n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl	Training	0
402	5598-13-0	n1c(OP(OC)(OC)=S)c(cc(c1Cl)Cl)Cl	Training	0
403	64902-72-3	O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2Cl	Training	0
404	1861-32-1	O=C(OC)c1c(c(c(C(=O)OC)c(c1Cl)Cl)Cl)Cl	Training	0
405	74115-24-5	n1nc(nnc1c2ccccc2Cl)c3ccccc3Cl	Test	0
406	108-39-4	Oc1cccc(c1)C	Training	0
407	95-48-7	Oc1ccccc1C	Training	0
408	106-44-5	Oc1ccc(cc1)C	Test	0
409	59-50-7	Oc1ccc(c(c1)C)Cl	Test	0
410	98-82-8	c1ccc(cc1)C(C)C	Training	0
411	57-12-5	[C-]#N	Training	0
412	460-19-5	N#CC#N	Training	0
413	506-68-3	N#CBr	Training	0
414	506-77-4	N#CCl	Training	0
415	110-82-7	C1CCCCC1	Training	0
416	108-94-1	O=C1CCCCC1	Training	0
417	110-83-8	C1=CCCCC1	Training	0
418	108-91-8	NC1CCCCC1	Training	0
419	542-92-7	C=1C=CCC=1	Training	0
420	68359-37-5	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3ccc(F)c(Oc2ccccc2)c3	Training	0
421	68085-85-8	N#CC(OC(=O)C1C(C=C(C(F)(F)F)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	0
422	52315-07-8	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3	Test	0
423	66215-27-8	n1c(nc(nc1N)NC2CC2)N	Training	0
424	75-99-0	O=C(O)C(C)(Cl)Cl	Test	0
425	124-18-5	CCCCCCCCCC	Training	0
426	8065-48-3	O=P(OCC)(OCC)SCCSCC	Training	0
427	333-41-5	n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C	Training	0
428	132-64-9	o2c1ccccc1c3ccccc23	Training	0
429	132-65-0	c1ccc3c(c1)c2ccccc2s3	Training	0
430	108-36-1	c1cc(cc(c1)Br)Br	Test	0
431	106-37-6	c1cc(ccc1Br)Br	Training	0
432	74-95-3	C(Br)Br	Training	0
433	84-74-2	O=C(OCCCC)c1ccccc1(C(=O)OCCCC)	Training	0
434	1918-00-9	O=C(O)c1c(OC)c(ccc1Cl)Cl	Training	0
435	764-41-0	C(=CCCl)CCl	Training	0
436	95-50-1	c1ccc(c(c1)Cl)Cl	Training	0
437	541-73-1	c1cc(cc(c1)Cl)Cl	Training	0
438	90-98-2	O=C(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	0
439	328-84-7	FC(F)(F)c1ccc(c(c1)Cl)Cl	Test	0
440	75-71-8	FC(F)(Cl)Cl	Training	0
441	39638-32-9	O(C(C)(C)Cl)C(C)(C)Cl	Test	0
442	75-35-4	C=C(Cl)Cl	Test	0
443	120-83-2	Oc1ccc(cc1Cl)Cl	Test	0
444	94-75-7	O=C(O)COc1ccc(cc1Cl)Cl	Training	0
445	94-82-6	O=C(O)CCCOc1ccc(cc1Cl)Cl	Training	0
446	142-28-9	C(CCl)CCl	Training	0
447	616-23-9	OCC(CCl)Cl	Training	0
448	78-88-6	C=C(CCl)Cl	Training	0
449	141-66-2	O=C(C=C(OP(=O)(OC)OC)C)N(C)C	Training	0
450	77-73-6	C2=CC3C1C=CC(C1)C3(C2)	Training	0
451	111-42-2	OCCNCCO	Test	0
452	84-66-2	O=C(OCC)c1ccccc1(C(=O)OCC)	Test	0
453	112-34-5	OCCOCCOCCCC	Test	0
454	111-90-0	OCCOCCOCC	Training	0
455	617-84-5	O=CN(CC)CC	Test	0
456	43222-48-6	c1ccc(cc1)c3cc(c2ccccc2)[n+](n3C)C	Test	0
457	35367-38-5	O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(cc2)Cl	Training	0
458	75-37-6	FC(F)C	Training	0
459	108-20-3	O(C(C)C)C(C)C	Training	0
460	1445-75-6	O=P(OC(C)C)(OC(C)C)C	Training	0
461	55290-64-7	O=S1(=O)(C(=C(C)S(=O)(=O)CC1)C)	Training	0
462	60-51-5	O=C(NC)CSP(OC)(OC)=S	Training	0
463	121-69-7	c1ccc(cc1)N(C)C	Training	0
464	68-12-2	O=CN(C)C	Training	0
465	105-67-9	Oc1ccc(cc1C)C	Training	0
466	576-26-1	Oc1c(cccc1C)C	Training	0
467	95-65-8	Oc1ccc(c(c1)C)C	Test	0
468	120-61-6	O=C(OC)c1ccc(cc1)C(=O)OC	Training	0
469	534-52-1	O=[N+]([O-])c1cc(c(O)c(c1)C)[N+](=O)[O-]	Training	0
470	131-89-5	O=[N+]([O-])c1cc(c(O)c(c1)C2CCCCC2)[N+](=O)[O-]	Training	0
471	528-29-0	O=[N+]([O-])c1ccccc1[N+](=O)[O-]	Training	0
472	99-65-0	O=[N+]([O-])c1cccc(c1)[N+](=O)[O-]	Training	0
473	100-25-4	O=[N+]([O-])c1ccc(cc1)[N+](=O)[O-]	Training	0
474	51-28-5	O=[N+]([O-])c1ccc(O)c(c1)[N+](=O)[O-]	Training	0
475	602-01-7	O=[N+]([O-])c1cccc(c1[N+](=O)[O-])C	Training	0
476	619-15-8	O=[N+]([O-])c1ccc(c(c1)C)[N+](=O)[O-]	Training	0
477	35572-78-2	O=[N+]([O-])c1cc(N)c(c(c1)[N+](=O)[O-])C	Training	0
478	610-39-9	O=[N+]([O-])c1ccc(cc1[N+](=O)[O-])C	Training	0
479	618-85-9	O=[N+]([O-])c1cc(cc(c1)C)[N+](=O)[O-]	Test	0
480	19406-51-0	O=[N+]([O-])c1cc(N)cc(c1C)[N+](=O)[O-]	Training	0
481	88-85-7	O=[N+]([O-])c1cc(c(O)c(c1)C(C)CC)[N+](=O)[O-]	Training	0
482	957-51-7	O=C(N(C)C)C(c1ccccc1)c2ccccc2	Test	0
483	127-63-9	O=S(=O)(c1ccccc1)c2ccccc2	Training	0
484	122-39-4	c1ccc(cc1)Nc2ccccc2	Test	0
485	85-00-7	c1cc[n+]3c(c1)c2cccc[n+]2CC3	Training	0
486	298-04-4	O(CC)P(OCC)(=S)SCCSCC	Training	0
487	505-29-3	C1CSCCS1	Training	0
488	3648-20-2	O=C(OCCCCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCCCCC)	Training	0
489	330-54-1	O=C(Nc1ccc(c(c1)Cl)Cl)N(C)C	Training	0
490	2439-10-3	N(=C(N)N)CCCCCCCCCCCC	Training	0
491	759-94-4	O=C(N(CCC)CCC)SCC	Training	0
492	115-29-7	O=S1OCC2C(CO1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	0
493	1031-07-8	O=S1(=O)(OCC2C(CO1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)	Training	0
494	145-73-3	O=C(O)C2C1OC(CC1)C2(C(=O)O)	Training	0
495	106-88-7	O1CC1CC	Training	0
496	111-77-3	OCCOCCOC	Training	0
497	16672-87-0	O=P(O)(O)CCCl	Training	0
498	563-12-2	O(CC)P(OCC)(=S)SCSP(OCC)(OCC)=S	Training	0
499	111-15-9	O=C(OCCOCC)C	Training	0
500	110-80-5	OCCOCC	Training	0
501	141-78-6	O=C(OCC)C	Test	0
502	75-00-3	CCCl	Training	0
503	60-29-7	O(CC)CC	Test	0
504	97-63-2	O=C(OCC)C(=C)C	Training	0
505	2104-64-5	O=[N+]([O-])c2ccc(OP(OCC)(c1ccccc1)=S)cc2	Training	0
506	109-78-4	N#CCCO	Training	0
507	107-15-3	NCCN	Training	0
508	107-21-1	OCCO	Test	0
509	111-76-2	OCCOCCCC	Training	0
510	84-72-0	O=C(OCC(=O)OCC)c1ccccc1(C(=O)OCC)	Test	0
511	22224-92-6	O=P(Oc1ccc(c(c1)C)SC)(OCC)NC(C)C	Training	0
512	39515-41-8	N#CC(OC(=O)C1C(C)(C)C1(C)(C))c3cccc(Oc2ccccc2)c3	Test	0
513	51630-58-1	N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccccc2)c3	Test	0
514	2164-17-2	O=C(Nc1cccc(c1)C(F)(F)F)N(C)C	Training	0
515	206-44-0	c1ccc2c(c1)c4cccc3cccc2c34	Training	0
516	86-73-7	c1ccc3c(c1)c2ccccc2C3	Training	0
517	462-06-6	Fc1ccccc1	Training	0
518	59756-60-4	O=C1C(=CN(C=C1c2cccc(c2)C(F)(F)F)C)c3ccccc3	Training	0
519	56425-91-3	FC(F)(F)Oc1ccc(cc1)C(O)(c2cncnc2)C(C)C	Training	0
520	85509-19-9	Fc1ccc(cc1)[Si](c2ccc(F)cc2)(C)Cn3ncnc3	Training	0
521	66332-96-5	O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C(F)(F)F	Training	0
522	69409-94-5	N#CC(OC(=O)C(Nc1ccc(cc1Cl)C(F)(F)F)C(C)C)c3cccc(Oc2ccccc2)c3	Training	0
523	944-22-9	O(CC)P(CC)(=S)Sc1ccccc1	Training	0
524	50-00-0	O=C	Test	0
525	64-18-6	O=CO	Training	0
526	110-00-9	o1cccc1	Training	0
527	98-01-1	O=Cc1occc1	Training	0
528	77182-82-2	O=C(O)C(N)CCP(=O)(O)C	Training	0
529	111-30-8	O=CCCCC=O	Training	0
530	765-34-4	O=CC1OC1	Training	0
531	1071-83-6	O=C(O)CNCP(=O)(O)O	Training	0
532	113-00-8	N=C(N)N	Test	0
533	69806-40-2	O=C(OC)C(Oc2ccc(Oc1ncc(cc1Cl)C(F)(F)F)cc2)C	Training	0
534	87-82-1	c1(c(c(c(c(c1Br)Br)Br)Br)Br)Br	Test	0
535	68631-49-2	O(c1cc(c(cc1Br)Br)Br)c2cc(c(cc2Br)Br)Br	Training	0
536	77-47-4	C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl	Training	0
537	70-30-4	Oc1c(cc(c(c1Cc2c(O)c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	0
538	822-06-0	O=C=NCCCCCCN=C=O	Training	0
539	680-31-9	O=P(N(C)C)(N(C)C)N(C)C	Training	0
540	110-54-3	CCCCCC	Training	0
541	124-04-9	O=C(O)CCCCC(=O)O	Training	0
542	591-78-6	O=C(C)CCCC	Training	0
543	51235-04-2	O=C1N=C(N(C(=O)N1C2CCCCC2)C)N(C)C	Training	0
544	78587-05-0	O=C(NC1CCCCC1)N3C(=O)SC(c2ccc(cc2)Cl)C3C	Training	0
545	67485-29-4	FC(F)(F)c3ccc(C=CC(=NNC1=NCC(C)(C)CN1)C=Cc2ccc(cc2)C(F)(F)F)cc3	Training	0
546	74-90-8	N#C	Training	0
547	35554-44-0	n1ccn(c1)CC(OCC=C)c2ccc(cc2Cl)Cl	Training	0
548	81335-37-7	O=C(O)c2cc3ccccc3(nc2(C1=NC(C(=O)N1)(C)C(C)C))	Training	0
549	81335-77-5	O=C(O)c2cc(cnc2(C1=NC(C(=O)N1)(C)C(C)C))CC	Training	0
550	36734-19-7	O=C(NC(C)C)N2C(=O)N(c1cc(cc(c1)Cl)Cl)C(=O)C2	Training	0
551	78-83-1	OCC(C)C	Training	0
552	33820-53-0	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])C(C)C	Test	0
553	67-63-0	OC(C)C	Test	0
554	1832-54-8	O=P(O)(OC(C)C)C	Training	0
555	82558-50-7	O=C(Nc1onc(c1)C(C)(CC)CC)c2c(OC)cccc2(OC)	Training	0
556	77501-63-4	O=C(OC(C(=O)OCC)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	0
557	330-55-2	O=C(Nc1ccc(c(c1)Cl)Cl)N(OC)C	Training	0
558	94-74-6	O=C(O)COc1ccc(cc1C)Cl	Training	0
559	94-81-5	O=C(O)CCCOc1ccc(cc1C)Cl	Test	0
560	93-65-2	O=C(O)C(Oc1ccc(cc1C)Cl)C	Training	0
561	121-75-5	O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S	Training	0
562	108-31-6	O=C1OC(=O)C=C1	Training	0
563	123-33-1	O=C1C=CC(=O)NN1	Training	0
564	109-77-3	N#CCC#N	Training	0
565	950-10-7	O=P(N=C1SCC(C)S1)(OCC)OCC	Training	0
566	24307-26-4	C[N+]1(C)(CCCCC1)	Training	0
567	150-50-5	CCCCSP(SCCCC)SCCCC	Test	0
568	78-48-8	O=P(SCCCC)(SCCCC)SCCCC	Training	0
569	57837-19-1	O=C(OC)C(N(C(=O)COC)c1c(cccc1C)C)C	Test	0
570	126-98-7	N#CC(=C)C	Test	0
571	10265-92-6	O=P(OC)(N)SC	Training	0
572	67-56-1	OC	Training	0
573	950-37-8	O=C1N(N=C(OC)S1)CSP(OC)(OC)=S	Test	0
574	16752-77-5	O=C(ON=C(C)SC)NC	Training	0
575	72-43-5	O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C	Training	0
576	110-49-6	O=C(OCCOC)C	Training	0
577	109-86-4	OCCOC	Test	0
578	79-20-9	O=C(OC)C	Training	0
579	96-33-3	O=C(OC)C=C	Test	0
580	78-93-3	O=C(C)CC	Training	0
581	108-10-1	O=C(C)CC(C)C	Test	0
582	624-83-9	O=C=NC	Training	0
583	80-62-6	O=C(OC)C(=C)C	Training	0
584	298-00-0	O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1	Training	0
585	993-13-5	O=P(O)(O)C	Training	0
586	124-58-3	O=[As](O)(O)C	Training	0
587	108-87-2	CC1CCCCC1	Training	0
588	96-37-7	CC1CCCC1	Training	0
589	101-68-8	O=C=Nc1ccc(cc1)Cc2ccc(N=C=O)cc2	Training	0
590	91-57-6	c1ccc2cc(ccc2(c1))C	Test	0
591	98-83-9	C=C(c1ccccc1)C	Training	0
592	51218-45-2	O=C(N(c1c(cccc1CC)C)C(C)COC)CCl	Training	0
593	21087-64-9	O=C1C(=NN=C(N1(N))SC)C(C)(C)C	Training	0
594	74223-64-6	O=C(OC)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC	Test	0
595	2212-67-1	O=C(N1CCCCCC1)SCC	Test	0
596	100-61-8	c1ccc(cc1)NC	Training	0
597	88671-89-0	N#CC(c1ccc(cc1)Cl)(Cn2ncnc2)CCCC	Training	0
598	74-31-7	c1ccc(cc1)Nc2ccc(cc2)Nc3ccccc3	Training	0
599	300-76-5	O=P(OC)(OC)OC(C(Cl)(Cl)Br)Br	Training	0
600	91-20-3	c1ccc2ccccc2(c1)	Training	0
601	15299-99-7	O=C(N(CC)CC)C(Oc1cccc2ccccc12)C	Training	0
602	88-74-4	O=[N+]([O-])c1ccccc1(N)	Training	0
603	98-95-3	O=[N+]([O-])c1ccccc1	Training	0
604	67-20-9	O=C2NC(=O)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	0
605	556-88-7	O=[N+]([O-])N=C(N)N	Training	0
606	75-52-5	O=[N+]([O-])C	Training	0
607	88-75-5	O=[N+]([O-])c1ccccc1(O)	Training	0
608	79-46-9	O=[N+]([O-])C(C)C	Training	0
609	99-08-1	O=[N+]([O-])c1cccc(c1)C	Test	0
610	111-84-2	CCCCCCCCC	Training	0
611	27314-13-2	O=C1C(=C(C=NN1c2cccc(c2)C(F)(F)F)NC)Cl	Training	0
612	2691-41-0	O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1	Training	0
613	152-16-9	O=P(OP(=O)(N(C)C)N(C)C)(N(C)C)N(C)C	Test	0
614	117-84-0	O=C(OCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCC)	Training	0
615	19044-88-3	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])S(=O)(=O)N	Training	0
616	19666-30-9	O=C1OC(=NN1c2cc(OC(C)C)c(cc2Cl)Cl)C(C)(C)C	Training	0
617	23135-22-0	O=C(ON=C(C(=O)N(C)C)SC)NC	Training	0
618	42874-03-3	O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)C(F)(F)F)cc2(OCC)	Test	0
619	76738-62-0	OC(C(n1ncnc1)Cc2ccc(cc2)Cl)C(C)(C)C	Training	0
620	1910-42-5	c1c[n+](ccc1c2cc[n+](cc2)C)C	Test	0
621	56-38-2	O=[N+]([O-])c1ccc(OP(OCC)(OCC)=S)cc1	Training	0
622	1114-71-2	O=C(N(CC)CCCC)SCCC	Training	0
623	40487-42-1	O=[N+]([O-])c1cc(c(c(c1(NC(CC)CC))[N+](=O)[O-])C)C	Training	0
624	60348-60-9	O(c1ccc(cc1Br)Br)c2cc(c(cc2Br)Br)Br	Test	0
625	608-93-5	c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	0
626	109-66-0	CCCCC	Training	0
627	375-73-5	O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
628	1763-23-1	O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
629	335-67-1	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
630	52645-53-1	O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(Cl)Cl)C3(C)(C)	Training	0
631	13684-63-4	O=C(Oc1cccc(c1)NC(=O)OC)Nc2cccc(c2)C	Training	0
632	108-95-2	Oc1ccccc1	Test	0
633	114-26-1	O=C(Oc1ccccc1(OC(C)C))NC	Training	0
634	92-84-2	c1ccc3c(c1)Nc2ccccc2S3	Training	0
635	103-72-0	C(=Nc1ccccc1)=S	Training	0
636	108-45-2	Nc1cccc(N)c1	Training	0
637	106-50-3	Nc1ccc(N)cc1	Training	0
638	298-02-2	O(CC)P(OCC)(=S)SCSCC	Training	0
639	75-44-5	O=C(Cl)Cl	Training	0
640	732-11-6	O=C1c2ccccc2(C(=O)N1CSP(OC)(OC)=S)	Training	0
641	100-21-0	O=C(O)c1ccc(cc1)C(=O)O	Training	0
642	85-44-9	O=C1OC(=O)c2ccccc12	Training	0
643	1918-02-1	O=C(O)c1nc(c(c(N)c1Cl)Cl)Cl	Test	0
644	96-91-3	O=[N+]([O-])c1cc(N)c(O)c(c1)[N+](=O)[O-]	Test	0
645	88-89-1	O=[N+]([O-])c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-]	Test	0
646	29232-93-7	n1c(OP(OC)(OC)=S)cc(nc1N(CC)CC)C	Training	0
647	29420-49-3	O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Test	0
648	26399-36-0	O=[N+]([O-])c1cc(cc(c1N(CCC)CC2CC2)[N+](=O)[O-])C(F)(F)F	Training	0
649	1610-18-0	n1c(nc(nc1NC(C)C)NC(C)C)OC	Training	0
650	7287-19-6	n1c(nc(nc1NC(C)C)SC)NC(C)C	Training	0
651	1918-16-7	O=C(N(c1ccccc1)C(C)C)CCl	Training	0
652	709-98-8	O=C(Nc1ccc(c(c1)Cl)Cl)CC	Training	0
653	2312-35-8	O=S(OCC#C)OC2CCCCC2(Oc1ccc(cc1)C(C)(C)C)	Test	0
654	107-19-7	C#CCO	Training	0
655	139-40-2	n1c(nc(nc1NC(C)C)Cl)NC(C)C	Training	0
656	122-42-9	O=C(OC(C)C)Nc1ccccc1	Training	0
657	60207-90-1	n1cnn(c1)CC2(OCC(O2)CCC)c3ccc(cc3Cl)Cl	Training	0
658	123-38-6	O=CCC	Test	0
659	103-65-1	c1ccc(cc1)CCC	Training	0
660	115-07-1	C=CC	Training	0
661	57-55-6	OCC(O)C	Training	0
662	6423-43-4	O=[N+]([O-])OCC(O[N+](=O)[O-])C	Training	0
663	1569-02-4	OC(C)COCC	Training	0
664	107-98-2	OC(C)COC	Training	0
665	23950-58-5	O=C(NC(C#C)(C)C)c1cc(cc(c1)Cl)Cl	Training	0
666	129-00-0	c1cc2ccc3cccc4ccc(c1)c2c34	Test	0
667	110-86-1	n1ccccc1	Training	0
668	13593-03-8	n1cc(nc2ccccc12)OP(OCC)(OCC)=S	Training	0
669	76578-14-8	O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(nc1))Cl)cc3)C	Training	0
670	10453-86-8	O=C(OCc1coc(c1)Cc2ccccc2)C3C(C=C(C)C)C3(C)(C)	Training	0
671	299-84-3	O(c1cc(c(cc1Cl)Cl)Cl)P(OC)(OC)=S	Test	0
672	83-79-4	O=C3c5ccc1OC(C(=C)C)Cc1c5(OC4COc2cc(OC)c(OC)cc2C34)	Test	0
673	630-10-4	NC(N)=[Se]	Training	0
674	74051-80-2	O=C1C(C(=O)CC(C1)CC(C)SCC)=C(NOCC)CCC	Training	0
675	57-24-9	O=C2N6c1ccccc1C57(CCN4CC3=CCOC(C2)C(C3CC45)C67)	Training	0
676	100-42-5	C=Cc1ccccc1	Training	0
677	126-33-0	O=S1(=O)(CCCC1)	Training	0
678	80-07-9	O=S(=O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	0
679	505-60-2	C(CSCCCl)Cl	Training	0
680	21564-17-0	N#CSCSc2nc1ccccc1s2	Training	0
681	34014-18-1	O=C(NC)N(c1nnc(C(C)(C)C)s1)C	Training	0
682	3383-96-8	O(c1ccc(cc1)Sc2ccc(OP(OC)(OC)=S)cc2)P(OC)(OC)=S	Training	0
683	5902-51-2	O=C1NC(=C(C(=O)N1C(C)(C)C)Cl)C	Test	0
684	13071-79-9	O(CC)P(OCC)(=S)SCSC(C)(C)C	Training	0
685	886-50-0	n1c(nc(nc1NC(C)(C)C)SC)NCC	Test	0
686	5436-43-1	O(c1ccc(cc1Br)Br)c2ccc(cc2Br)Br	Training	0
687	95-94-3	c1c(c(cc(c1Cl)Cl)Cl)Cl	Training	0
688	58-90-2	Oc1c(cc(c(c1Cl)Cl)Cl)Cl	Training	0
689	3689-24-5	O(CC)P(OCC)(OP(OCC)(OCC)=S)=S	Training	0
690	811-97-2	FCC(F)(F)F	Training	0
691	109-99-9	O1CCCC1	Test	0
692	30501-43-0	CC1(C)(CCCCC1(C)(C))	Training	0
693	479-45-8	O=[N+]([O-])c1cc(c(c(c1)[N+](=O)[O-])N([N+](=O)[O-])C)[N+](=O)[O-]	Training	0
694	79277-27-3	O=C(OC)c1c(ccs1)S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC	Training	0
695	28249-77-6	O=C(N(CC)CC)SCc1ccc(cc1)Cl	Training	0
696	463-56-9	N#CS	Training	0
697	111-48-8	OCCSCCO	Test	0
698	39196-18-4	O=C(N=C(CSC)C(C)(C)C)ONC	Training	0
699	23564-05-8	O=C(OC)NC(Nc1ccccc1(NC(NC(=O)OC)=S))=S	Training	0
